193,1,2,3,0
194,3,4,1,1
195,4,2,3,3
196,0,4,1,0
197,2,2,4,3
198,3,3,0,0
199,1,3,1,4
200,4,2,3,0
201,1,1,1,1
202,0,2,3,0
203,4,3,2,3
204,1,1,3,4
205,1,2,1,4
206,1,0,0,4
207,4,1,4,2
208,4,0,0,2
209,1,4,2,1
210,0,0,2,4
211,3,2,3,1
212,1,3,4,3
213,1,0,3,2
214,2,3,4,4
215,4,4,1,1
216,1,4,3,0
217,3,1,2,0
218,2,2,4,3
219,0,0,3,2
220,1,0,0,1
221,0,2,0,0
222,4,2,4,1
223,4,4,4,1
224,4,0,4,0
225,4,1,1,0
226,3,1,3,2
227,2,4,0,3
228,0,0,0,0
229,1,1,1,4
230,0,3,2,3
231,2,0,0,1
232,1,1,4,1
233,1,3,3,3
234,2,4,4,4
235,3,0,2,2
236,2,1,4,1
237,0,2,3,1
238,2,0,0,1
239,0,0,2,3
240,4,2,4,4
241,1,0,0,0
242,1,4,0,2
243,3,4,2,0
244,4,4,3,3
245,4,0,0,2
246,3,2,1,1
247,3,3,3,3
248,1,2,1,2
249,2,2,3,0
250,4,1,4,1
251,4,4,2,1
252,3,3,1,2
253,4,2,4,2
254,2,1,1,2
255,2,1,3,3
256,4,4,0,2
257,3,3,0,0
258,0,1,1,2
259,2,1,0,2
260,0,4,3,1
261,4,4,1,0
262,3,2,2,3
263,1,4,1,0
264,2,0,4,4
265,0,0,1,0
266,3,1,3,1
267,1,0,1,1
268,4,0,1,1
269,1,3,2,3
270,4,4,4,1
271,4,4,3,0
272,3,2,4,0
273,4,3,3,1
274,3,0,4,4
275,2,4,1,4
276,1,4,1,1
277,1,2,3,0
278,4,1,3,1
279,1,3,2,0
280,3,1,1,1
281,3,0,0,1
282,1,2,1,0
283,3,3,0,1
284,2,1,0,3
285,4,0,2,0
286,0,1,1,3
287,4,1,1,4
288,3,3,3,1
289,4,0,1,3
290,1,3,1,1
291,2,4,3,3
292,2,0,1,2
293,2,3,0,0
294,4,4,4,3
295,3,3,1,2
296,0,3,0,0
297,4,1,2,3
298,2,3,1,0
299,0,2,1,4
300,2,2,2,1
301,3,4,0,0
302,1,4,4,4
303,2,1,2,0
304,2,4,4,1
305,1,0,2,1
306,1,3,4,0
307,0,0,3,2
308,2,4,0,4
309,0,2,0,3
310,1,2,3,0
311,0,0,2,2
312,2,3,3,0
313,0,0,0,1
314,1,2,3,2
315,4,4,2,1
316,4,3,3,1
317,0,4,2,1
318,1,4,2,3
319,4,0,0,4
320,0,0,3,1
321,4,4,1,2
322,1,1,3,3
323,0,4,3,1
324,4,3,1,4
325,2,3,0,3
326,2,4,2,2
327,2,3,4,4
328,0,3,1,0
329,1,0,0,4
330,0,3,0,1
331,1,1,4,1
332,4,0,4,4
333,1,4,4,3
334,2,1,4,3
335,1,3,3,4
336,0,4,3,4
337,3,4,1,0
338,4,0,1,0
339,4,2,1,4
340,4,0,2,3
341,1,0,2,4
342,4,1,4,0
343,1,0,4,4
344,2,0,4,4
345,0,1,3,4
346,3,1,1,2
347,2,2,1,3
348,0,3,3,3
349,0,1,2,0
350,0,1,1,2
351,1,3,3,4
352,0,4,4,2
353,0,0,2,1
354,4,4,2,0
355,2,0,3,0
356,4,3,0,4
357,3,2,1,0
358,1,3,4,1
359,0,0,3,2
360,0,3,1,1
361,0,0,3,1
362,1,0,3,2
363,2,1,3,4
364,4,4,4,3
365,0,0,4,1
366,3,2,2,4
367,2,4,1,4
368,3,3,0,4
369,1,0,3,3
370,0,2,1,0
371,3,1,1,3
372,0,2,1,2
373,3,0,1,0
374,1,1,1,2
375,1,3,2,0
376,1,0,2,1
377,0,2,4,3
378,2,0,2,3
379,3,4,0,3
380,3,2,3,2
381,0,0,2,4
382,4,0,0,3
383,1,1,4,1
384,0,3,3,2
385,2,4,3,4
386,0,2,4,1
387,4,2,1,3
388,4,0,4,0
389,4,4,3,0
390,4,0,0,0
391,0,1,2,4
392,2,4,1,4
393,0,1,4,3
394,1,4,1,0
395,3,4,0,2
396,4,0,0,3
397,0,0,1,3
398,3,0,1,4
399,1,2,2,3
400,2,2,2,1
401,3,3,1,3
402,4,2,4,3
403,1,2,4,0
404,0,1,2,0
405,4,0,3,0
406,0,3,4,3
407,4,4,0,1
408,1,3,0,4
409,4,1,0,2
410,2,3,4,0
411,3,2,3,3
412,4,0,0,1
413,0,4,1,3
414,4,0,2,2
415,3,4,4,4
416,3,0,1,2
417,2,1,1,0
418,3,4,2,2
419,2,2,1,3
420,1,4,1,1
421,3,0,0,2
422,4,3,1,4
423,3,4,2,2
424,1,2,4,2
425,1,4,1,4
426,4,1,3,2
427,4,0,2,2
428,0,2,1,3
429,3,3,0,0
430,3,4,3,0
431,1,0,0,2
432,0,1,2,4
433,2,1,1,1
434,0,2,0,4
435,2,2,2,0
436,3,2,0,3
437,1,1,1,0
438,4,2,3,2
439,2,3,3,2
440,2,1,2,1
441,3,4,0,4
442,2,4,3,3
443,1,1,0,4
444,0,4,3,3
445,3,1,3,4
446,2,2,2,2
447,3,3,2,3
448,4,1,2,2
449,2,3,0,0
450,2,1,1,2
451,1,0,3,2
452,2,4,1,2
453,2,4,1,1
454,2,4,1,0
455,4,0,0,1
456,1,3,1,3
457,1,1,4,3
458,4,0,1,2
459,0,1,3,3
460,0,2,0,1
461,4,3,0,2
462,0,2,2,2
463,2,0,1,3
464,1,4,0,2
465,1,2,0,3
466,3,3,3,3
467,2,4,4,1
468,2,4,2,4
469,0,2,4,2
470,0,1,2,4
471,1,3,0,1
472,0,0,1,2
473,2,3,4,1
474,1,1,4,1
475,0,1,3,4
476,1,3,3,4
477,4,3,0,3
478,3,3,1,1
479,2,0,2,2
480,3,0,4,4
481,3,4,0,1
482,4,1,4,0
483,1,4,2,3
484,2,3,4,0
485,0,0,4,0
486,4,3,4,2
487,0,4,4,3
488,0,0,4,2
489,1,0,2,0
490,3,4,2,3
491,2,4,0,3
492,4,1,1,1
493,3,1,3,0
494,1,4,3,2
495,1,0,3,0
496,2,0,3,2
497,2,0,4,2
498,4,3,1,2
499,1,4,1,0
500,1,2,2,2
501,4,2,1,3
502,3,1,4,2
503,1,2,3,4
504,3,3,4,2
505,4,4,1,4
506,4,2,4,1
507,2,2,3,4
508,1,0,0,3
509,2,2,4,4
510,1,3,0,3
511,4,4,4,3
512,4,3,2,2
513,2,2,1,1
514,3,0,3,4
515,0,2,4,0
516,0,1,3,0
517,1,0,3,1
518,4,1,3,1
519,3,1,4,1
520,2,0,2,2
521,2,4,1,2
522,1,2,1,4
523,1,3,4,2
524,0,0,4,1
525,2,0,2,4
526,4,1,3,4
527,3,4,2,2
528,4,3,2,4
529,4,4,4,3
530,0,3,1,0
531,0,2,1,2
532,1,4,2,0
533,3,0,0,4
534,4,1,3,3
535,0,3,1,2
536,2,4,1,0
537,1,3,2,2
538,4,1,1,0
539,3,2,2,2
540,2,3,2,3
541,0,1,2,2
542,2,3,4,3
543,2,2,3,1
544,1,4,3,3
545,3,0,1,4
546,4,2,4,0
547,1,1,0,4
548,4,4,3,4
549,4,0,3,2
550,2,3,1,0
551,4,0,3,2
552,1,4,3,1
553,1,0,4,1
554,2,1,3,1
555,0,3,1,1
556,3,2,1,1
557,0,4,2,2
558,4,3,3,2
559,2,1,0,3
560,1,0,1,2
561,1,3,0,3
562,3,1,4,4
563,0,4,0,2
564,3,2,2,3
565,3,1,2,1
566,3,1,2,0
567,2,1,3,2
568,2,0,2,3
569,3,1,2,0
570,4,2,3,3
571,1,0,4,2
572,4,3,4,0
573,3,2,4,4
574,4,3,4,2
575,1,4,4,0
576,2,2,2,1
577,4,3,2,2
578,2,2,0,3
579,0,0,1,1
580,2,4,1,4
581,0,1,3,3
582,1,1,1,4
583,1,2,4,4
584,1,0,2,3
585,2,0,1,0
586,3,1,0,1
587,1,1,2,4
588,3,0,4,3
589,4,0,1,3
590,2,3,2,4
591,0,4,1,0
592,0,2,2,2
593,3,4,2,0
594,1,1,0,3
595,1,1,1,2
596,2,3,2,2
597,3,0,1,1
598,0,3,0,0
599,3,4,1,1
600,4,3,3,0
601,1,4,1,3
602,1,2,0,2
603,4,2,3,1
604,0,4,1,3
605,1,3,3,4
606,3,1,0,1
607,4,0,3,3
608,4,1,1,2
609,4,4,4,3
610,4,3,2,2
611,3,4,0,0
612,2,2,1,0
613,1,2,0,2
614,4,1,3,0
615,1,3,1,2
616,4,2,2,4
617,1,0,3,2
618,4,4,4,2
619,3,1,4,0
620,0,2,1,1
621,0,1,4,2
622,0,0,3,1
623,2,2,4,1
624,2,2,2,1
625,4,3,2,2
626,2,4,0,1
627,0,2,2,1
628,2,4,0,1
629,2,4,3,3
630,3,3,0,2
631,0,1,4,0
632,0,4,2,0
633,3,4,0,1
634,4,1,4,0
635,2,4,2,4
636,1,1,4,0
637,0,4,0,2
638,4,1,2,3
639,0,4,0,1
640,2,3,2,2
641,0,0,4,1
642,3,4,0,4
643,2,1,3,0
644,1,0,0,2
645,0,2,2,2
646,0,3,1,3
647,4,0,3,1
648,4,4,0,0
649,0,0,1,2
650,2,2,4,0
651,3,4,3,0
652,4,3,0,0
653,4,0,1,0
654,1,0,0,0
655,0,4,3,3
656,3,4,0,3
657,0,4,3,1
658,4,3,3,0
659,0,3,2,3
660,2,2,4,0
661,0,2,0,4
662,3,0,2,2
663,1,4,3,1
664,3,1,2,3
665,1,0,4,3
666,1,1,3,3
667,0,4,3,1
668,2,1,3,0
669,0,1,2,2
670,2,1,3,4
671,3,4,2,0
672,4,3,1,3
673,1,1,0,3
674,2,1,2,2
675,0,2,2,2
676,1,1,4,4
677,1,2,0,3
678,1,3,4,2
679,1,0,0,3
680,3,3,3,3
681,0,2,4,2
682,1,3,4,2
683,3,0,0,4
684,3,2,1,0
685,4,3,1,3
686,3,4,3,2
687,2,0,2,1
688,0,0,3,0
689,2,4,2,1
690,2,0,1,3
691,0,4,4,2
692,0,1,4,1
693,2,4,1,3
694,1,1,0,1
695,2,2,1,4
696,0,2,3,2
697,3,2,0,2
698,1,1,0,0
699,4,3,3,2
700,4,2,4,1
701,1,1,1,3
702,3,0,2,1
703,2,4,2,0
704,0,4,2,0
705,1,0,4,3
706,3,0,0,1
707,0,3,0,2
708,4,3,4,3
709,4,1,4,4
710,1,2,1,0
711,2,4,4,2
712,0,2,4,4
713,4,1,2,2
714,4,0,3,3
715,0,2,2,4
716,2,2,4,0
717,2,0,3,1
718,4,3,1,0
719,3,2,2,0
720,1,1,1,3
721,4,2,0,4
722,0,0,2,2
723,2,0,2,1
724,1,4,4,4
725,0,3,0,0
726,3,4,2,0
727,4,3,3,3
728,3,3,3,4
729,1,1,3,4
730,2,0,1,3
731,4,3,2,2
732,0,0,0,0
733,0,0,3,1
734,0,1,4,0
735,1,2,3,0
736,3,2,0,2
737,0,3,2,1
738,0,0,3,2
739,4,1,2,0
740,1,4,2,2
741,4,0,1,2
742,4,3,0,1
743,3,4,1,4
744,3,2,0,2
745,2,4,0,2
746,2,2,1,3
747,3,0,1,4
748,1,2,1,4
749,1,2,4,0
750,3,4,2,0
751,2,0,3,4
752,3,1,0,3
753,2,1,2,3
754,0,2,2,2
755,4,3,4,2
756,3,1,0,0
757,0,3,2,0
758,2,4,3,3
759,0,2,1,1
760,4,3,3,0
761,3,2,1,2
762,1,1,4,3
763,1,1,2,0
764,1,3,2,3
765,3,4,3,3
766,0,1,1,2
767,0,4,4,4
768,0,2,4,2
769,0,3,0,3
770,0,1,2,3
771,4,2,2,4
772,1,3,3,2
773,1,3,2,2
774,0,0,4,1
775,2,1,4,3
776,3,1,3,3
777,3,1,3,3
778,3,1,4,4
779,2,3,2,0
780,4,1,4,3
781,2,3,4,4
782,1,2,4,0
783,2,1,3,3
784,3,2,3,2
785,3,1,1,1
786,4,4,4,3
787,0,1,3,3
788,0,3,2,3
789,2,0,2,0
790,0,4,0,2
791,1,1,2,0
792,2,3,2,1
793,0,2,1,3
794,0,4,1,4
795,0,4,4,0
796,2,1,2,1
797,0,4,4,1
798,3,4,0,1
799,4,0,4,3
800,2,4,3,0
801,1,2,3,3
802,1,3,2,4
803,2,4,0,2
804,2,1,4,1
805,1,0,4,1
806,0,4,1,4
807,0,3,0,3
808,0,4,4,4
809,2,4,2,1
810,3,4,0,0
811,1,0,4,1
812,0,2,0,3
813,0,4,3,2
814,1,3,1,4
815,2,2,2,1
816,1,1,0,3
817,2,2,3,0
818,3,4,4,2
819,0,2,1,3
820,0,3,0,4
821,2,3,2,2
822,2,0,2,2
823,1,2,0,3
824,4,1,4,1
825,0,4,0,0
826,0,0,0,1
827,2,1,2,3
828,3,1,3,1
829,4,1,0,4
830,1,2,4,1
831,0,4,1,2
832,4,2,0,0
833,0,0,3,2
834,1,2,2,2
835,0,2,4,0
836,1,1,1,3
837,1,1,3,3
838,2,1,1,2
839,1,3,2,1
840,4,0,1,0
841,4,3,2,0
842,2,3,3,4
843,4,0,2,0
844,4,4,2,0
845,4,1,1,1
846,1,0,1,0
847,1,2,2,0
848,3,4,2,4
849,1,1,2,1
850,4,0,2,2
851,4,2,0,2
852,3,4,1,1
853,2,1,0,1
854,3,2,2,3
855,0,3,1,4
856,0,0,4,4
857,3,2,2,4
858,2,3,2,4
859,1,0,3,1
860,0,1,2,3
861,1,4,1,1
862,3,1,0,1
863,3,2,0,3
864,1,1,2,4
865,0,2,1,1
866,1,4,2,4
867,2,2,2,3
868,3,2,3,1
869,1,1,3,3
870,4,2,2,0
871,2,3,1,2
872,4,3,3,3
873,0,0,0,0
874,1,2,0,4
875,1,2,2,2
876,3,3,3,0
877,3,3,3,1
878,3,2,1,1
879,3,4,4,2
880,2,1,1,4
881,0,3,4,4
882,1,3,1,1
883,2,0,2,4
884,2,4,3,0
885,0,2,2,3
886,3,0,2,4
887,0,4,0,4
888,1,2,3,0
889,0,4,0,1
890,1,3,1,3
891,1,3,3,3
892,0,1,1,3
893,2,0,4,3
894,1,0,1,0
895,1,4,1,2
896,1,1,1,4
897,1,3,4,2
898,4,2,4,2
899,0,0,1,4
900,0,0,4,1
901,1,1,4,1
902,3,4,3,2
903,0,4,3,4
904,4,0,1,0
905,3,3,0,0
906,0,4,0,1
907,0,0,2,2
908,1,2,1,4
909,2,2,0,1
910,0,3,1,3
911,3,0,2,1
912,3,0,2,2
913,4,0,0,2
914,2,2,0,0
915,0,1,2,2
916,4,4,2,1
917,4,0,1,0
918,0,1,1,3
919,0,3,4,2
920,4,4,1,1
921,4,4,0,0
922,1,4,0,1
923,0,2,1,0
924,0,3,1,2
925,0,1,4,2
926,0,1,2,4
927,3,0,0,2
928,2,0,0,4
929,1,0,3,2
930,0,4,4,4
931,1,3,0,3
932,1,3,4,3
933,4,2,1,1
934,2,0,4,4
935,1,0,2,3
936,1,0,2,0
937,1,1,4,2
938,2,0,2,2
939,1,1,1,2
940,0,3,1,2
941,1,1,2,4
942,0,0,0,4
943,4,4,3,0
944,1,1,0,0
945,1,1,3,1
946,4,2,4,2
947,2,4,3,1
948,1,4,3,4
949,1,4,4,2
950,2,3,2,1
951,2,4,3,3
952,2,3,0,2
953,2,2,3,3
954,2,1,3,2
955,3,0,3,2
956,2,4,1,4
957,0,2,0,0
958,3,1,3,3
959,0,4,4,1
960,4,2,3,1
961,1,2,0,1
962,1,2,2,1
963,0,0,1,4
964,1,3,0,2
965,0,0,2,4
966,2,4,3,2
967,1,3,0,0
968,0,4,2,1
969,4,1,3,3
970,3,4,0,4
971,1,4,4,0
972,2,4,2,3
973,2,0,0,0
974,1,2,4,0
975,3,4,3,0
976,4,4,3,2
977,0,1,4,1
978,3,4,2,4
979,2,1,0,1
980,0,4,3,1
981,1,1,0,1
982,1,2,2,3
983,3,4,1,4
984,3,1,3,3
985,1,0,1,2
986,1,1,3,3
987,3,2,1,1
988,4,3,2,0
989,3,4,3,2
990,0,1,1,1
991,3,3,3,2
992,2,1,0,3
993,3,2,2,3
994,4,2,3,2
995,2,1,1,1
996,1,0,0,2
997,0,3,4,1
998,3,2,0,2
999,0,1,4,0
1000,2,3,0,1
